id_invoice;cabang;kota;tipe_customer;jenis_kelamin;kategori_produk;harga_satuan;jumlah;pajak_5_persen;tanggal;waktu;metode_pembayaran;total_penjualan_sebelum_pajak;persentase_gross_margin;pendapatan_kotor;rating
242-11-3142;Martapura;Martapura;Member;Male;Beauty Tools;83.77;2;8.377;2/24/2019;19:57:00;Cash;167.54;4.761.904.762;8.377;4.6
752-23-3760;Martapura;Martapura;Member;Female;Hair Care;64.08;7;22.428;2/19/2019;19:29:00;Credit card;448.56;4.761.904.762;22.428;7.3
274-05-5470;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;73.47;4;14.694;2/23/2019;18:30:00;Cash;293.88;4.761.904.762;14.694;6
648-94-3045;Banjarbaru;Banjarbaru;Normal;Male;Skincare;58.95;10;29.475;02/07/2019;14:27:00;Ewallet;589.5;4.761.904.762;29.475;8.1
130-67-4723;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;48.5;6;14.55;01/11/2019;13:57:00;Ewallet;291;4.761.904.762;14.55;9.4
528-87-5606;Martapura;Martapura;Member;Female;Make Up;39.48;1;1.974;02/12/2019;19:43:00;Cash;39.48;4.761.904.762;1.974;6.5
320-85-2052;Martapura;Martapura;Normal;Female;Hair Care;34.81;1;17.405;1/14/2019;10:11:00;Credit card;34.81;4.761.904.762;17.405;7
370-96-0655;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;49.32;6;14.796;01/09/2019;13:46:00;Ewallet;295.92;4.761.904.762;14.796;7.1
105-10-6182;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;21.48;2;2.148;2/27/2019;12:22:00;Ewallet;42.96;4.761.904.762;2.148;6.6
510-79-0415;Martapura;Martapura;Member;Female;Hair Care;23.08;6;6.924;1/24/2019;19:20:00;Ewallet;138.48;4.761.904.762;6.924;4.9
241-96-5076;Martapura;Martapura;Member;Female;Body Care;49.1;2;4.91;01/08/2019;12:58:00;Credit card;98.2;4.761.904.762;4.91;6.4
767-97-4650;Martapura;Martapura;Member;Female;Hair Care;64.83;2;6.483;01/08/2019;11:59:00;Credit card;129.66;4.761.904.762;6.483;8
648-83-1321;Banjarmasin;Banjarmasin;Member;Male;Body Care;63.56;10;31.78;1/16/2019;17:59:00;Cash;635.6;4.761.904.762;31.78;4.3
173-57-2300;Banjarbaru;Banjarbaru;Member;Male;Hair Care;72.88;2;7.288;3/13/2019;12:51:00;Cash;145.76;4.761.904.762;7.288;6.1
305-03-2383;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;67.1;3;10.065;2/15/2019;10:36:00;Cash;201.3;4.761.904.762;10.065;7.5
394-55-6384;Banjarbaru;Banjarbaru;Member;Female;Hair Care;70.19;9;315.855;1/25/2019;13:38:00;Cash;631.71;4.761.904.762;315.855;6.7
266-20-6657;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;55.04;7;19.264;03/12/2019;19:39:00;Ewallet;385.28;4.761.904.762;19.264;5.2
689-05-1884;Banjarmasin;Banjarmasin;Member;Male;Skincare;48.63;10;24.315;03/04/2019;12:44:00;Cash;486.3;4.761.904.762;24.315;8.8
196-01-2849;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;73.38;7;25.683;02/10/2019;13:56:00;Cash;513.66;4.761.904.762;25.683;9.5
372-62-5264;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;52.6;9;23.67;1/16/2019;14:42:00;Cash;473.4;4.761.904.762;23.67;7.6
800-09-8606;Banjarmasin;Banjarmasin;Member;Female;Body Care;87.37;5;218.425;1/29/2019;19:45:00;Cash;436.85;4.761.904.762;218.425;6.6
182-52-7000;Banjarmasin;Banjarmasin;Member;Female;Hair Care;27.04;4;5.408;01/01/2019;20:26:00;Ewallet;108.16;4.761.904.762;5.408;6.9
826-58-8051;Martapura;Martapura;Normal;Male;Body Care;62.19;4;12.438;01/06/2019;19:46:00;Ewallet;248.76;4.761.904.762;12.438;4.3
868-06-0466;Banjarmasin;Banjarmasin;Member;Male;Make Up;69.58;9;31.311;2/19/2019;19:38:00;Credit card;626.22;4.761.904.762;31.311;7.8
751-41-9720;Banjarbaru;Banjarbaru;Normal;Male;Body Care;97.5;10;48.75;01/12/2019;16:18:00;Ewallet;975;4.761.904.762;48.75;8
626-43-7888;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;60.41;8;24.164;02/07/2019;12:23:00;Ewallet;483.28;4.761.904.762;24.164;9.6
176-64-7711;Martapura;Martapura;Normal;Male;Fragrance / Parfum;32.32;3;4.848;3/27/2019;19:11:00;Credit card;96.96;4.761.904.762;4.848;4.3
191-29-0321;Martapura;Martapura;Member;Female;Beauty Tools;19.77;10;9.885;2/27/2019;18:57:00;Credit card;197.7;4.761.904.762;9.885;5
729-06-2010;Martapura;Martapura;Member;Male;Skincare;80.47;9;362.115;01/06/2019;11:18:00;Cash;724.23;4.761.904.762;362.115;9.2
640-48-5028;Martapura;Martapura;Member;Female;Body Care;88.39;9;397.755;03/02/2019;12:40:00;Cash;795.51;4.761.904.762;397.755;6.3
186-79-9562;Martapura;Martapura;Normal;Male;Skincare;71.77;7;251.195;3/29/2019;14:06:00;Cash;502.39;4.761.904.762;251.195;8.9
834-45-5519;Martapura;Martapura;Normal;Female;Make Up;43;4;8.6;1/31/2019;20:48:00;Ewallet;172;4.761.904.762;8.6;7.6
162-65-8559;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;68.98;1;3.449;1/21/2019;20:13:00;Cash;68.98;4.761.904.762;3.449;4.8
760-27-5490;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;15.62;8;6.248;1/20/2019;20:37:00;Ewallet;124.96;4.761.904.762;6.248;9.1
445-30-9252;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;25.7;3;3.855;1/17/2019;17:59:00;Ewallet;77.1;4.761.904.762;3.855;6.1
786-94-2700;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;80.62;6;24.186;2/28/2019;20:18:00;Cash;483.72;4.761.904.762;24.186;9.1
728-88-7867;Banjarbaru;Banjarbaru;Member;Female;Body Care;75.53;4;15.106;3/19/2019;15:52:00;Ewallet;302.12;4.761.904.762;15.106;8.3
183-21-3799;Banjarbaru;Banjarbaru;Normal;Female;Make Up;77.63;9;349.335;2/19/2019;15:14:00;Ewallet;698.67;4.761.904.762;349.335;7.2
268-20-3585;Banjarbaru;Banjarbaru;Normal;Female;Skincare;13.85;9;62.325;02/04/2019;12:50:00;Ewallet;124.65;4.761.904.762;62.325;6
735-32-9839;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;98.7;8;39.48;1/31/2019;10:36:00;Ewallet;789.6;4.761.904.762;39.48;8.5
258-92-7466;Banjarmasin;Banjarmasin;Normal;Female;Skincare;35.68;5;8.92;02/06/2019;18:33:00;Credit card;178.4;4.761.904.762;8.92;6.6
857-16-3520;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;71.46;7;25.011;3/28/2019;16:06:00;Ewallet;500.22;4.761.904.762;25.011;4.5
482-17-1179;Banjarmasin;Banjarmasin;Member;Male;Make Up;11.94;3;1.791;1/19/2019;12:47:00;Credit card;35.82;4.761.904.762;1.791;8.1
788-21-5741;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;45.38;3;6.807;2/17/2019;13:34:00;Credit card;136.14;4.761.904.762;6.807;7.2
821-14-9046;Martapura;Martapura;Member;Female;Beauty Tools;17.48;6;5.244;1/18/2019;15:04:00;Credit card;104.88;4.761.904.762;5.244;6.1
418-05-0656;Martapura;Martapura;Normal;Female;Beauty Tools;25.56;7;8.946;02/02/2019;20:42:00;Cash;178.92;4.761.904.762;8.946;7.1
678-79-0726;Banjarbaru;Banjarbaru;Member;Female;Hair Care;90.63;9;407.835;1/18/2019;15:28:00;Cash;815.67;4.761.904.762;407.835;5.1
776-68-1096;Martapura;Martapura;Normal;Male;Body Care;44.12;3;6.618;3/18/2019;13:45:00;Credit card;132.36;4.761.904.762;6.618;7.9
592-46-1692;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;36.77;7;128.695;01/11/2019;20:10:00;Cash;257.39;4.761.904.762;128.695;7.4
434-35-9162;Martapura;Martapura;Member;Male;Fragrance / Parfum;23.34;4;4.668;02/04/2019;18:53:00;Ewallet;93.36;4.761.904.762;4.668;7.4
149-14-0304;Banjarbaru;Banjarbaru;Member;Female;Skincare;28.5;8;11.4;02/06/2019;14:24:00;Cash;228;4.761.904.762;11.4;6.6
442-44-6497;Banjarbaru;Banjarbaru;Member;Male;Body Care;55.57;3;83.355;01/08/2019;11:42:00;Credit card;166.71;4.761.904.762;83.355;5.9
174-64-0215;Martapura;Martapura;Normal;Male;Hair Care;69.74;10;34.87;03/05/2019;17:49:00;Credit card;697.4;4.761.904.762;34.87;8.9
210-74-9613;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;97.26;4;19.452;3/16/2019;15:33:00;Ewallet;389.04;4.761.904.762;19.452;6.8
299-29-0180;Martapura;Martapura;Member;Female;Body Care;52.18;7;18.263;03/09/2019;10:54:00;Cash;365.26;4.761.904.762;18.263;9.3
247-11-2470;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;22.32;4;4.464;03/01/2019;16:23:00;Credit card;89.28;4.761.904.762;4.464;4.4
635-28-5728;Banjarmasin;Banjarmasin;Normal;Male;Skincare;56;3;8.4;2/28/2019;19:33:00;Ewallet;168;4.761.904.762;8.4;4.8
756-49-0168;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;19.7;1;985;02/08/2019;11:39:00;Ewallet;19.7;4.761.904.762;985;9.5
438-23-1242;Martapura;Martapura;Normal;Male;Make Up;75.88;7;26.558;1/24/2019;10:38:00;Ewallet;531.16;4.761.904.762;26.558;8.9
238-45-6950;Martapura;Martapura;Member;Male;Fragrance / Parfum;53.72;1;2.686;03/01/2019;20:03:00;Ewallet;53.72;4.761.904.762;2.686;6.4
607-65-2441;Banjarbaru;Banjarbaru;Member;Male;Skincare;81.95;10;40.975;03/10/2019;12:39:00;Credit card;819.5;4.761.904.762;40.975;6
386-27-7606;Banjarbaru;Banjarbaru;Member;Female;Body Care;81.2;7;28.42;3/23/2019;15:59:00;Credit card;568.4;4.761.904.762;28.42;8.1
137-63-5492;Banjarbaru;Banjarbaru;Normal;Male;Make Up;58.76;10;29.38;1/29/2019;14:26:00;Ewallet;587.6;4.761.904.762;29.38;9
197-77-7132;Martapura;Martapura;Member;Male;Make Up;91.56;8;36.624;01/12/2019;18:22:00;Ewallet;732.48;4.761.904.762;36.624;6
805-86-0265;Banjarmasin;Banjarmasin;Normal;Male;Body Care;93.96;9;42.282;3/20/2019;11:32:00;Cash;845.64;4.761.904.762;42.282;9.8
733-29-1227;Banjarbaru;Banjarbaru;Normal;Male;Body Care;55.61;7;194.635;3/23/2019;12:41:00;Cash;389.27;4.761.904.762;194.635;8.5
451-73-2711;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;84.83;1;42.415;1/14/2019;15:20:00;Ewallet;84.83;4.761.904.762;42.415;8.8
373-14-0504;Banjarmasin;Banjarmasin;Member;Female;Hair Care;71.63;2;7.163;02/12/2019;14:33:00;Ewallet;143.26;4.761.904.762;7.163;8.8
546-80-2899;Banjarmasin;Banjarmasin;Member;Male;Body Care;37.69;2;3.769;2/20/2019;15:29:00;Ewallet;75.38;4.761.904.762;3.769;9.5
345-68-9016;Banjarbaru;Banjarbaru;Member;Female;Hair Care;31.67;8;12.668;01/02/2019;16:19:00;Credit card;253.36;4.761.904.762;12.668;5.6
390-17-5806;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;38.42;1;1.921;02/02/2019;16:33:00;Cash;38.42;4.761.904.762;1.921;8.6
457-13-1708;Martapura;Martapura;Member;Male;Beauty Tools;65.23;10;32.615;01/08/2019;19:07:00;Credit card;652.3;4.761.904.762;32.615;5.2
664-14-2882;Banjarbaru;Banjarbaru;Member;Female;Body Care;10.53;5;26.325;1/30/2019;14:43:00;Credit card;52.65;4.761.904.762;26.325;5.8
487-79-6868;Martapura;Martapura;Member;Female;Body Care;12.29;9;55.305;3/26/2019;19:28:00;Credit card;110.61;4.761.904.762;55.305;8
314-23-4520;Banjarbaru;Banjarbaru;Member;Male;Skincare;81.23;7;284.305;1/15/2019;20:44:00;Cash;568.61;4.761.904.762;284.305;9
210-30-7976;Martapura;Martapura;Member;Female;Beauty Tools;22.32;4;4.464;3/14/2019;11:16:00;Ewallet;89.28;4.761.904.762;4.464;4.1
585-86-8361;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;27.28;5;6.82;02/03/2019;10:31:00;Credit card;136.4;4.761.904.762;6.82;8.6
807-14-7833;Banjarmasin;Banjarmasin;Member;Female;Make Up;17.42;10;8.71;2/22/2019;12:30:00;Ewallet;174.2;4.761.904.762;8.71;7
775-72-1988;Martapura;Martapura;Normal;Male;Body Care;73.28;5;18.32;1/24/2019;15:05:00;Ewallet;366.4;4.761.904.762;18.32;8.4
288-38-3758;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;84.87;3;127.305;1/25/2019;18:30:00;Ewallet;254.61;4.761.904.762;127.305;7.4
652-43-6591;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;97.29;8;38.916;03/09/2019;13:18:00;Credit card;778.32;4.761.904.762;38.916;6.2
785-96-0615;Martapura;Martapura;Member;Female;Make Up;35.74;8;14.296;2/17/2019;15:28:00;Ewallet;285.92;4.761.904.762;14.296;4.9
406-46-7107;Banjarmasin;Banjarmasin;Normal;Female;Body Care;96.52;6;28.956;01/11/2019;11:52:00;Cash;579.12;4.761.904.762;28.956;4.5
250-17-5703;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;18.85;10;9.425;2/27/2019;18:24:00;Ewallet;188.5;4.761.904.762;9.425;5.6
156-95-3964;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;55.39;4;11.078;3/25/2019;15:19:00;Ewallet;221.56;4.761.904.762;11.078;8
842-40-8179;Martapura;Martapura;Member;Female;Fragrance / Parfum;77.2;10;38.6;02/11/2019;10:38:00;Credit card;772;4.761.904.762;38.6;5.6
525-09-8450;Martapura;Martapura;Normal;Male;Make Up;72.13;10;36.065;1/31/2019;15:12:00;Credit card;721.3;4.761.904.762;36.065;4.2
410-67-1709;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;63.88;8;25.552;1/20/2019;17:48:00;Ewallet;511.04;4.761.904.762;25.552;9.9
587-73-4862;Banjarmasin;Banjarmasin;Member;Female;Skincare;10.69;5;26.725;3/26/2019;11:07:00;Ewallet;53.45;4.761.904.762;26.725;7.6
787-87-2010;Banjarmasin;Banjarmasin;Member;Male;Skincare;55.5;4;11.1;1/20/2019;15:48:00;Credit card;222;4.761.904.762;11.1;6.6
593-14-4239;Martapura;Martapura;Normal;Female;Body Care;95.46;8;38.184;03/05/2019;19:40:00;Ewallet;763.68;4.761.904.762;38.184;4.7
801-88-0346;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;76.06;3;11.409;01/05/2019;20:30:00;Credit card;228.18;4.761.904.762;11.409;9.8
388-76-2555;Martapura;Martapura;Normal;Male;Hair Care;13.69;6;4.107;2/13/2019;13:59:00;Cash;82.14;4.761.904.762;4.107;6.3
711-31-1234;Martapura;Martapura;Normal;Female;Make Up;95.64;4;19.128;3/16/2019;18:51:00;Cash;382.56;4.761.904.762;19.128;7.9
886-54-6089;Banjarmasin;Banjarmasin;Normal;Female;Body Care;11.43;6;3.429;1/15/2019;17:24:00;Cash;68.58;4.761.904.762;3.429;7.7
707-32-7409;Martapura;Martapura;Member;Female;Hair Care;95.54;4;19.108;2/26/2019;11:58:00;Ewallet;382.16;4.761.904.762;19.108;4.5
759-98-4285;Banjarbaru;Banjarbaru;Member;Female;Skincare;85.87;7;300.545;2/27/2019;19:01:00;Credit card;601.09;4.761.904.762;300.545;8
201-63-8275;Banjarbaru;Banjarbaru;Member;Female;Hair Care;67.99;7;237.965;2/17/2019;16:50:00;Ewallet;475.93;4.761.904.762;237.965;5.7
471-06-8611;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;52.42;1;2.621;02/06/2019;10:22:00;Credit card;52.42;4.761.904.762;2.621;6.3
200-16-5952;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;65.65;2;6.565;1/17/2019;16:46:00;Cash;131.3;4.761.904.762;6.565;6
120-54-2248;Martapura;Martapura;Normal;Female;Fragrance / Parfum;28.86;5;7.215;1/22/2019;18:08:00;Credit card;144.3;4.761.904.762;7.215;8
102-77-2261;Banjarbaru;Banjarbaru;Member;Male;Skincare;65.31;7;228.585;03/05/2019;18:02:00;Credit card;457.17;4.761.904.762;228.585;4.2
875-31-8302;Martapura;Martapura;Normal;Male;Hair Care;93.38;1;4.669;01/03/2019;13:07:00;Cash;93.38;4.761.904.762;4.669;9.6
102-06-2002;Banjarbaru;Banjarbaru;Member;Male;Hair Care;25.25;5;63.125;3/20/2019;17:52:00;Cash;126.25;4.761.904.762;63.125;6.1
457-94-0464;Martapura;Martapura;Member;Male;Make Up;87.87;9;395.415;1/31/2019;20:32:00;Ewallet;790.83;4.761.904.762;395.415;5.6
629-42-4133;Banjarbaru;Banjarbaru;Normal;Male;Skincare;21.8;8;8.72;2/19/2019;19:24:00;Cash;174.4;4.761.904.762;8.72;8.3
534-53-3526;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;94.76;4;18.952;02/11/2019;16:06:00;Ewallet;379.04;4.761.904.762;18.952;7.8
307-04-2070;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;30.62;1;1.531;02/05/2019;14:14:00;Credit card;30.62;4.761.904.762;1.531;4.1
468-99-7231;Banjarbaru;Banjarbaru;Normal;Female;Body Care;44.01;8;17.604;03/03/2019;17:36:00;Cash;352.08;4.761.904.762;17.604;8.8
516-77-6464;Banjarbaru;Banjarbaru;Member;Female;Skincare;10.16;5;2.54;2/24/2019;13:08:00;Ewallet;50.8;4.761.904.762;2.54;4.1
404-91-5964;Banjarmasin;Banjarmasin;Normal;Male;Make Up;74.58;7;26.103;02/04/2019;16:09:00;Credit card;522.06;4.761.904.762;26.103;9
886-77-9084;Banjarbaru;Banjarbaru;Normal;Male;Make Up;71.89;8;28.756;2/19/2019;11:33:00;Ewallet;575.12;4.761.904.762;28.756;5.5
790-38-4466;Banjarbaru;Banjarbaru;Normal;Female;Skincare;10.99;5;27.475;1/23/2019;10:18:00;Credit card;54.95;4.761.904.762;27.475;9.3
704-10-4056;Banjarbaru;Banjarbaru;Member;Male;Skincare;60.47;3;90.705;1/14/2019;10:55:00;Credit card;181.41;4.761.904.762;90.705;5.6
497-37-6538;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;58.91;7;206.185;1/17/2019;15:15:00;Ewallet;412.37;4.761.904.762;206.185;9.7
651-96-5970;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;46.41;1;23.205;03/03/2019;20:06:00;Credit card;46.41;4.761.904.762;23.205;4
400-80-4065;Banjarbaru;Banjarbaru;Member;Male;Skincare;68.55;4;13.71;2/15/2019;20:21:00;Credit card;274.2;4.761.904.762;13.71;9.2
744-16-7898;Martapura;Martapura;Normal;Female;Body Care;97.37;10;48.685;1/15/2019;13:48:00;Credit card;973.7;4.761.904.762;48.685;4.9
263-12-5321;Banjarmasin;Banjarmasin;Member;Male;Make Up;92.6;7;32.41;2/27/2019;12:52:00;Credit card;648.2;4.761.904.762;32.41;9.3
702-72-0487;Banjarmasin;Banjarmasin;Normal;Female;Make Up;46.61;2;4.661;2/26/2019;12:28:00;Credit card;93.22;4.761.904.762;4.661;6.6
605-83-1050;Martapura;Martapura;Normal;Male;Beauty Tools;27.18;2;2.718;3/15/2019;16:26:00;Ewallet;54.36;4.761.904.762;2.718;4.3
443-60-9639;Banjarbaru;Banjarbaru;Member;Female;Body Care;60.87;1;30.435;1/24/2019;13:24:00;Cash;60.87;4.761.904.762;30.435;5.5
864-24-7918;Banjarmasin;Banjarmasin;Member;Female;Hair Care;24.49;10;12.245;2/22/2019;15:15:00;Cash;244.9;4.761.904.762;12.245;8.1
359-94-5395;Martapura;Martapura;Normal;Male;Skincare;92.78;1;4.639;3/15/2019;10:50:00;Credit card;92.78;4.761.904.762;4.639;9.8
401-09-4232;Banjarbaru;Banjarbaru;Member;Male;Body Care;86.69;5;216.725;02/11/2019;18:38:00;Ewallet;433.45;4.761.904.762;216.725;9.4
751-15-6198;Martapura;Martapura;Normal;Male;Hair Care;23.01;6;6.903;01/12/2019;16:45:00;Ewallet;138.06;4.761.904.762;6.903;7.9
324-41-6833;Banjarbaru;Banjarbaru;Member;Female;Make Up;30.2;8;12.08;03/03/2019;19:30:00;Ewallet;241.6;4.761.904.762;12.08;5.1
474-33-8305;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;67.39;7;235.865;3/23/2019;13:23:00;Ewallet;471.73;4.761.904.762;235.865;6.9
759-29-9521;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;48.96;9;22.032;03/04/2019;11:27:00;Cash;440.64;4.761.904.762;22.032;8
831-81-6575;Martapura;Martapura;Member;Female;Make Up;75.59;9;340.155;2/23/2019;11:12:00;Cash;680.31;4.761.904.762;340.155;8
220-68-6701;Banjarmasin;Banjarmasin;Normal;Female;Body Care;77.47;4;15.494;3/17/2019;16:36:00;Cash;309.88;4.761.904.762;15.494;4.2
618-34-8551;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;93.18;2;9.318;1/16/2019;18:41:00;Credit card;186.36;4.761.904.762;9.318;8.5
257-60-7754;Banjarmasin;Banjarmasin;Normal;Female;Make Up;50.23;4;10.046;01/08/2019;17:12:00;Cash;200.92;4.761.904.762;10.046;9
559-61-5987;Martapura;Martapura;Normal;Female;Skincare;17.75;1;8.875;1/14/2019;10:38:00;Cash;17.75;4.761.904.762;8.875;8.6
189-55-2313;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;62.18;10;31.09;1/31/2019;10:33:00;Ewallet;621.8;4.761.904.762;31.09;6
565-91-4567;Martapura;Martapura;Normal;Male;Skincare;10.75;8;4.3;3/15/2019;14:38:00;Ewallet;86;4.761.904.762;4.3;6.2
380-60-5336;Banjarmasin;Banjarmasin;Normal;Female;Make Up;40.26;10;20.13;2/24/2019;18:06:00;Credit card;402.6;4.761.904.762;20.13;5
815-04-6282;Banjarbaru;Banjarbaru;Member;Female;Hair Care;64.97;5;162.425;02/08/2019;12:52:00;Credit card;324.85;4.761.904.762;162.425;6.5
674-56-6360;Banjarmasin;Banjarmasin;Normal;Male;Make Up;95.15;1;47.575;3/22/2019;14:00:00;Cash;95.15;4.761.904.762;47.575;6
778-34-2523;Banjarmasin;Banjarmasin;Member;Female;Make Up;48.62;8;19.448;1/24/2019;10:57:00;Cash;388.96;4.761.904.762;19.448;5
499-27-7781;Martapura;Martapura;Normal;Female;Fragrance / Parfum;53.21;8;21.284;3/14/2019;16:45:00;Ewallet;425.68;4.761.904.762;21.284;5
477-59-2456;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;45.44;7;15.904;1/23/2019;11:15:00;Cash;318.08;4.761.904.762;15.904;9.2
832-51-6761;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;33.88;8;13.552;1/19/2019;20:29:00;Ewallet;271.04;4.761.904.762;13.552;9.6
869-11-3082;Martapura;Martapura;Member;Male;Skincare;96.16;4;19.232;1/27/2019;20:03:00;Credit card;384.64;4.761.904.762;19.232;8.4
190-59-3964;Martapura;Martapura;Member;Male;Fragrance / Parfum;47.16;5;11.79;02/03/2019;14:35:00;Credit card;235.8;4.761.904.762;11.79;6
366-43-6862;Martapura;Martapura;Normal;Male;Make Up;52.89;4;10.578;3/25/2019;16:32:00;Ewallet;211.56;4.761.904.762;10.578;6.7
186-43-8965;Banjarmasin;Banjarmasin;Member;Female;Body Care;47.68;2;4.768;2/24/2019;10:10:00;Credit card;95.36;4.761.904.762;4.768;4.1
784-21-9238;Banjarbaru;Banjarbaru;Member;Male;Hair Care;10.17;1;5.085;02/07/2019;14:15:00;Cash;10.17;4.761.904.762;5.085;5.9
276-75-6884;Banjarmasin;Banjarmasin;Normal;Female;Skincare;68.71;3;103.065;03/04/2019;10:05:00;Cash;206.13;4.761.904.762;103.065;8.7
109-86-4363;Martapura;Martapura;Member;Female;Hair Care;60.08;7;21.028;2/14/2019;11:36:00;Credit card;420.56;4.761.904.762;21.028;4.5
569-76-2760;Banjarmasin;Banjarmasin;Member;Female;Hair Care;22.01;4;4.402;1/29/2019;18:15:00;Credit card;88.04;4.761.904.762;4.402;6.6
222-42-0244;Martapura;Martapura;Member;Female;Skincare;72.11;9;324.495;1/28/2019;13:53:00;Credit card;648.99;4.761.904.762;324.495;7.7
760-53-9233;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;41.28;3;6.192;3/26/2019;18:37:00;Credit card;123.84;4.761.904.762;6.192;8.5
538-22-0304;Banjarbaru;Banjarbaru;Normal;Male;Make Up;64.95;10;32.475;3/24/2019;18:27:00;Cash;649.5;4.761.904.762;32.475;5.2
416-17-9926;Banjarmasin;Banjarmasin;Member;Female;Make Up;74.22;10;37.11;01/01/2019;14:42:00;Credit card;742.2;4.761.904.762;37.11;4.3
237-44-6163;Banjarmasin;Banjarmasin;Normal;Male;Make Up;10.56;8;4.224;1/24/2019;17:43:00;Cash;84.48;4.761.904.762;4.224;7.6
636-17-0325;Martapura;Martapura;Normal;Male;Skincare;62.57;4;12.514;2/25/2019;18:37:00;Cash;250.28;4.761.904.762;12.514;9.5
343-75-9322;Martapura;Martapura;Member;Female;Hair Care;11.85;8;4.74;01/09/2019;16:34:00;Cash;94.8;4.761.904.762;4.74;4.1
528-14-9470;Banjarmasin;Banjarmasin;Member;Male;Skincare;91.3;1;4.565;2/14/2019;14:42:00;Ewallet;91.3;4.761.904.762;4.565;9.2
427-45-9297;Martapura;Martapura;Member;Female;Body Care;40.73;7;142.555;03/12/2019;11:01:00;Ewallet;285.11;4.761.904.762;142.555;5.4
807-34-3742;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;52.38;1;2.619;3/26/2019;19:44:00;Cash;52.38;4.761.904.762;2.619;5.8
288-62-1085;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;38.54;5;9.635;01/09/2019;13:34:00;Ewallet;192.7;4.761.904.762;9.635;5.6
670-71-7306;Martapura;Martapura;Normal;Male;Hair Care;44.63;6;13.389;01/02/2019;20:08:00;Credit card;267.78;4.761.904.762;13.389;5.1
660-29-7083;Banjarbaru;Banjarbaru;Normal;Male;Make Up;55.87;10;27.935;1/15/2019;15:01:00;Cash;558.7;4.761.904.762;27.935;5.8
271-77-8740;Banjarbaru;Banjarbaru;Member;Female;Hair Care;29.22;6;8.766;01/01/2019;11:40:00;Ewallet;175.32;4.761.904.762;8.766;5
497-36-0989;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;51.94;3;7.791;2/15/2019;15:21:00;Cash;155.82;4.761.904.762;7.791;7.9
291-59-1384;Martapura;Martapura;Normal;Male;Make Up;60.3;1;3.015;2/28/2019;17:38:00;Cash;60.3;4.761.904.762;3.015;6
860-73-6466;Banjarmasin;Banjarmasin;Member;Female;Hair Care;39.47;2;3.947;03/02/2019;16:16:00;Credit card;78.94;4.761.904.762;3.947;5
549-23-9016;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;14.87;2;1.487;2/13/2019;18:15:00;Credit card;29.74;4.761.904.762;1.487;8.9
896-34-0956;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;21.32;1;1.066;1/26/2019;12:43:00;Cash;21.32;4.761.904.762;1.066;5.9
